,Experiment Name,Feature_List,Model,Epochs,Hyperparameters,Training Accuracy,Testing Accuracy,Training PR-AUC,Testing PR-AUC,Training Precision,Testing Precision,Training Recall,Testing Recall
18,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=sqrt, max_depth=300, min_samples_split=2",1.0,0.8152173913043478,1.0,0.8932778106132434,[1. 1.],[0.58152174 0.86868687 1.        ],[1. 0.],[1.         0.80373832 0.        ]
19,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=sqrt, max_depth=300, min_samples_split=2, min_samples_leaf=1",1.0,0.8206521739130435,1.0,0.9041548151158065,[1. 1.],[0.58152174 0.90217391 1.        ],[1. 0.],[1.         0.77570093 0.        ]
20,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,MLPClassifier,N/A,"solver=adam, max_iter=3000",0.8746594005449592,0.842391304347826,0.9187204544510972,0.9118249798903715,[0.54632153 0.89514066 1.        ],[0.58152174 0.89795918 1.        ],[1.         0.87281796 0.        ],[1.         0.82242991 0.        ]
21,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,MLPClassifier,N/A,"solver=adam, activation=relu, max_iter=3000",0.8814713896457765,0.8478260869565217,0.9209492248745604,0.9104594785449123,[0.54632153 0.89054726 1.        ],[0.58152174 0.88349515 1.        ],[1.         0.89276808 0.        ],[1.         0.85046729 0.        ]
22,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(3, 2), max_iter=3000",0.5994550408719346,0.5706521739130435,0.8118729576809014,0.8308038737640526,[0.54632153 0.94957983 1.        ],[0.58152174 0.96666667 1.        ],[1.         0.28179551 0.        ],[1.         0.27102804 0.        ]
23,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(4, 1), max_iter=3000",0.5463215258855586,0.5815217391304348,0.7731607629427792,0.7907608695652174,[0.54632153 1.        ],[0.58152174 1.        ],[1. 0.],[1. 0.]
24,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), max_iter=3000",0.8841961852861036,0.8152173913043478,0.9325262501738887,0.9131698472067874,[0.54632153 0.93406593 1.        ],[0.58152174 0.93975904 1.        ],[1.        0.8478803 0.       ],[1.         0.72897196 0.        ]
25,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, max_iter=3000",0.8514986376021798,0.8586956521739131,0.8942073150904357,0.9064795259834938,[0.54632153 0.81330472 1.        ],[0.58152174 0.84033613 1.        ],[1.         0.94513716 0.        ],[1.         0.93457944 0.        ]
26,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, learning_rate=constant, max_iter=3000",0.8583106267029973,0.7880434782608695,0.9199626806694907,0.8947408846294883,[0.54632153 0.93043478 1.        ],[0.58152174 0.91463415 1.        ],[1.         0.80049875 0.        ],[1.         0.70093458 0.        ]
27,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, learning_rate=adaptive, max_iter=3000",0.8651226158038147,0.842391304347826,0.9172846016632328,0.9163811847804473,[0.54632153 0.90810811 1.        ],[0.58152174 0.91489362 1.        ],[1.         0.83790524 0.        ],[1.         0.80373832 0.        ]
28,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, learning_rate=invscaling, max_iter=3000",0.8433242506811989,0.7934782608695652,0.9171783527962296,0.9075387737009029,[0.54632153 0.94409938 1.        ],[0.58152174 0.94805195 1.        ],[1.         0.75810474 0.        ],[1.         0.68224299 0.        ]
29,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, learning_rate=constant, shuffle=False, max_iter=3000",0.8991825613079019,0.8315217391304348,0.9397158058532143,0.9115451036164162,[0.54632153 0.936      1.        ],[0.58152174 0.91304348 1.        ],[1.         0.87531172 0.        ],[1.         0.78504673 0.        ]
30,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,GradientBoostClassifier,N/A,loss=deviance,0.946866485013624,0.8804347826086957,0.9627627833632246,0.9308891030167703,[0.54632153 0.94362745 1.        ],[0.58152174 0.91262136 1.        ],[1.         0.96009975 0.        ],[1.         0.87850467 0.        ]
31,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,GradientBoostClassifier,N/A,loss=exponential,0.9400544959128065,0.8913043478260869,0.9580328490313627,0.9356322923318047,[0.54632153 0.93643032 1.        ],[0.58152174 0.91428571 1.        ],[1.         0.95511222 0.        ],[1.         0.89719626 0.        ]
32,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse",0.946866485013624,0.8804347826086957,0.9627627833632246,0.9308891030167703,[0.54632153 0.94362745 1.        ],[0.58152174 0.91262136 1.        ],[1.         0.96009975 0.        ],[1.         0.87850467 0.        ]
33,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,GradientBoostClassifier,N/A,"loss=deviance, criterion=squared_error",0.946866485013624,0.875,0.9627627833632246,0.9285052704543825,[0.54632153 0.94362745 1.        ],[0.58152174 0.91176471 1.        ],[1.         0.96009975 0.        ],[1.         0.86915888 0.        ]
34,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=2",0.946866485013624,0.8804347826086957,0.9627627833632246,0.9308891030167703,[0.54632153 0.94362745 1.        ],[0.58152174 0.91262136 1.        ],[1.         0.96009975 0.        ],[1.         0.87850467 0.        ]
35,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9",0.94141689373297,0.8695652173913043,0.9602209758066322,0.9240792281928176,[0.54632153 0.94306931 1.        ],[0.58152174 0.90291262 1.        ],[1.         0.95012469 0.        ],[1.         0.86915888 0.        ]
36,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9, min_samples_leaf=1",0.94141689373297,0.8695652173913043,0.9602209758066322,0.9240792281928176,[0.54632153 0.94306931 1.        ],[0.58152174 0.90291262 1.        ],[1.         0.95012469 0.        ],[1.         0.86915888 0.        ]
37,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9, min_samples_leaf=3",0.9482288828337875,0.875,0.9628833453469292,0.9285052704543825,[0.54632153 0.94160584 1.        ],[0.58152174 0.91176471 1.        ],[1.         0.96508728 0.        ],[1.         0.86915888 0.        ]
38,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9, min_samples_leaf=3, learning_rate=0.28",1.0,0.8641304347826086,1.0,0.9259400733068521,[1. 1.],[0.58152174 0.91836735 1.        ],[1. 0.],[1.        0.8411215 0.       ]
39,Experiment-1-Numerical-OneHot,Age;RestingBP;Cholesterol;FastingBS;MaxHR;Oldpeak;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9, min_samples_leaf=3, learning_rate=0.28",0.9986376021798365,0.8804347826086957,0.9987562189054726,0.9330189571171664,[0.99751244 1.        ],[0.58152174 0.92079208 1.        ],[1. 0.],[1.         0.86915888 0.        ]
40,Experiment-2-StandardScaler-OneHot,Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat;Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled,LogisticRegression,[28],solver=lbfgs max_iter=600,0.8692098092643051,0.8532608695652174,0.9111987073889954,0.9167563998374644,[0.54632153 0.87104623 1.        ],[0.58152174 0.9        1.        ],[1.         0.89276808 0.        ],[1.        0.8411215 0.       ]
41,Experiment-2-StandardScaler-OneHot,Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat;Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled,LogisticRegression,[11],solver=newton-cg max_iter=600,0.8692098092643051,0.8532608695652174,0.9111987073889954,0.9167563998374644,[0.54632153 0.87104623 1.        ],[0.58152174 0.9        1.        ],[1.         0.89276808 0.        ],[1.        0.8411215 0.       ]
